Date,Institution,Ticker,Net Tangible Assets,Shareholders Funds,Return on shareholder funds,EBITDA,Return on Total Assets,Liquidity ratio, Shareholders liquidity ratio,Solvency ratio ,Total asset,Year
31/12/2018,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,1646710000,1520997000,4.33,67952000,3.99,2.39,12.1,92.02,1652815000,2018
31/12/2017,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,1505954000,1429922000,4.23,62254000,3.97,0.8,18.81,93.99,1521335000,2017
31/12/2016,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,1318585000,1242586000,4.55,58437000,4.18,0.29,16.35,91.96,1351195000,2016
31/12/2015,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,1264480000,1188512000,4.27,52566000,3.99,1.86,15.64,93.58,1270055000,2015
31/12/2014,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,1151187000,1075250000,3.92,43861000,3.63,0.94,14.16,92.55,1161826000,2014
31/12/2013,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,933796000,886397000,4.29,39589000,3.94,0.27,18.7,91.83,965287000,2013
31/12/2012,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,746945000,699546000,4.67,34206000,4.23,0.24,14.76,90.52,772830000,2012
31/12/2011,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,721876000,674477000,4.27,30313000,3.92,0.51,14.23,91.76,735014000,2011
31/12/2010,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,558425000,511026000,4.9,26469000,4.43,0.94,10.78,90.47,564866000,2010
31/12/2009,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,476281000,428882000,-27.23,-142415000,-24.3,1.84,9.05,89.24,480588000,2009
31/12/2008,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,616119000,568720000,-21.89,-151782000,-19.67,0.37,12,89.86,632900000,2008
31/12/2007,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,766545000,718657000,17.7,-2777000,16.51,3,15.01,93.27,770477000,2007
31/12/2006,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,662027000,614139000,15.97,-2729000,14.7,2.79,12.82,92.03,667361000,2006
31/12/2005,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,578622000,532622000,18.23,100755000,16.53,1.84,11.58,90.67,587431000,2005
31/12/2004,THE CITY OF LONDON INVESTMENT TRUST PLC,CTY.L,502598000,456598000,15.57,-2605000,13.89,1.95,9.93,89.23,511737000,2004
31/12/2023,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,1952746000,1812908000,1.71,32101000,1.58,16.88,12.96,92.37,1962751000,2023
31/12/2022,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,719159000,669413000,1.93,13264000,1.77,6.66,13.46,92.12,726648000,2022
31/12/2021,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,708035000,653374000,1.41,9493000,1.28,5.33,11.95,90.7,720347000,2021
31/12/2020,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,509249000,478837000,1.37,7023000,1.25,3.35,15.75,91.28,524595000,2020
31/12/2019,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,471749000,441517000,1.63,7663000,1.52,8.2,14.6,93.22,473618000,2019
31/12/2018,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,442056000,410790000,1.45,6233000,1.34,5.49,13.14,92.41,444517000,2018
31/12/2017,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,404731000,377184000,1.41,5470000,1.29,1.56,13.69,91.69,411390000,2017
31/12/2016,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,325354000,300154000,1.47,4593000,1.32,3.09,11.91,90.13,333020000,2016
31/12/2015,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,270997000,269125000,1.27,3567000,1.14,0.12,143.76,89.82,299638000,2015
31/12/2014,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,247178000,245635000,1.33,3482000,1.21,0.23,159.19,90.56,271253000,2014
31/12/2013,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,241404000,221145000,1.99,4577000,1.77,0.77,10.92,89.04,248363000,2013
31/12/2012,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,200203000,199939000,1.8,3659000,1.77,1.43,757.34,98.46,203059000,2012
31/12/2011,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,233911000,231827000,1.79,4375000,1.61,0.23,111.24,89.94,257746000,2011
31/12/2010,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,189960000,186913000,1.63,3142000,1.48,0.39,61.34,91.02,205355000,2010
31/12/2009,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,147137000,145470000,-8.97,-17842000,-8.16,0.16,87.26,91,159849000,2009
31/12/2008,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,166823000,165806000,-9.85,-17525000,-9.41,0.38,163.03,95.53,173563000,2008
31/12/2007,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,209013000,207743000,9.56,-1421000,9.4,1.37,163.58,98.31,211321000,2007
31/12/2006,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,229496000,227579000,32.05,-4182000,31.58,3.01,118.72,98.53,230979000,2006
31/12/2005,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,370667000,370274000,10.95,-2558000,10.76,1.85,942.17,98.21,377023000,2005
31/12/2004,JPMORGAN GLOBAL GROWTH & INCOME PLC,JGGI.L,368450000,337771000,11.94,-2226000,10.71,1.54,11.01,89.74,376371000,2004
31/12/2023,RATHBONES GROUP PLC,RAT.L,371900000,1350200000,4.27,102600000,1.36,0.66,12.11,31.96,4224400000,2023
31/12/2022,RATHBONES GROUP PLC,RAT.L,286167000,634834000,10.09,98996000,1.86,0.7,84.35,18.42,3447200000,2022
31/12/2021,RATHBONES GROUP PLC,RAT.L,260906000,623282000,15.25,126316000,2.9,0.77,45.13,19.05,3271753000,2021
31/12/2020,RATHBONES GROUP PLC,RAT.L,282683000,513827000,8.52,70148000,1.3,1.09,,15.24,3370618000,2020
31/12/2019,RATHBONES GROUP PLC,RAT.L,341405000,485393000,8.17,73232000,1.17,1.1,5.79,14.28,3398734000,2019
31/12/2018,RATHBONES GROUP PLC,RAT.L,256707000,464140000,13.21,69792000,2.14,1.1,14.74,16.18,2867722000,2018
31/12/2017,RATHBONES GROUP PLC,RAT.L,236596000,363278000,16.21,63582000,2.15,1.09,10.29,13.26,2738850000,2017
31/12/2016,RATHBONES GROUP PLC,RAT.L,216666000,324813000,15.43,70845000,2.09,1.07,5.5,13.51,2404013000,2016
31/12/2015,RATHBONES GROUP PLC,RAT.L,164652000,300192000,19.53,74747000,3.2,0.59,8.39,16.37,1833629000,2015
31/12/2014,RATHBONES GROUP PLC,RAT.L,124788000,270732000,16.86,50738000,2.74,1.08,19.75,16.23,1668239000,2014
31/12/2013,RATHBONES GROUP PLC,RAT.L,146031000,251000000,17.61,54784000,3.59,1.13,,20.41,1229777000,2013
31/12/2012,RATHBONES GROUP PLC,RAT.L,140977000,229493000,16.91,43024000,3.41,1.06,25.77,20.15,1138714000,2012
31/12/2011,RATHBONES GROUP PLC,RAT.L,105149000,190653000,20.54,41893000,3.31,1.08,25.97,16.1,1183839000,2011
31/12/2010,RATHBONES GROUP PLC,RAT.L,100315000,185374000,16.23,38488000,2.93,1.03,27.91,18.03,1028122000,2010
31/12/2009,RATHBONES GROUP PLC,RAT.L,109929000,182489000,16.15,-89300000,2.84,0.2,19.39,17.6,1037088000,2009
31/12/2008,RATHBONES GROUP PLC,RAT.L,126010000,184631000,23.16,-92946000,3.26,0.05,19.21,14.09,1310447000,2008
31/12/2007,RATHBONES GROUP PLC,RAT.L,99016000,184750000,28.27,-110852000,4.26,0.3,,15.06,1226623000,2007
31/12/2006,RATHBONES GROUP PLC,RAT.L,88732000,159149000,28.1,-93913000,4.9,0.33,14.69,17.43,913309000,2006
31/12/2005,RATHBONES GROUP PLC,RAT.L,582638000,130417000,27.07,-82241000,5.07,4.31,0.25,18.73,696268000,2005
31/12/2004,RATHBONES GROUP PLC,RAT.L,59665000,110585000,18.87,-71010000,3.54,1.11,123.97,18.78,588747000,2004
31/12/2023,ASHMORE GROUP PLC,ASHM.L,839100000,913000000,12.24534502,80600000,11.08357292,10.09310762,70.23076923,90.51254089,1008700000,2023
31/12/2022,ASHMORE GROUP PLC,ASHM.L,890500000,966800000,12.24658668,122200000,10.78127846,7.908390411,66.21917808,88.03496631,1098200000,2022
31/12/2021,ASHMORE GROUP PLC,ASHM.L,873800000,932700000,30.28840999,261400000,25.49638989,5.854912167,43.18055556,84.17870036,1108000000,2021
31/12/2020,ASHMORE GROUP PLC,ASHM.L,808900000,879000000,25.19908988,213100000,21.14356625,5.659060403,44.84693878,83.90607102,1047600000,2020
31/12/2019,ASHMORE GROUP PLC,ASHM.L,775200000,854100000,25.74639972,207600000,20.95882577,4.559721478,101.6785714,81.40487991,1049200000,2019
31/12/2018,ASHMORE GROUP PLC,ASHM.L,694000000,760500000,25.15450362,181500000,21.06828194,5.381974249,98.76623377,83.75550661,908000000,2018
31/12/2017,ASHMORE GROUP PLC,ASHM.L,656000000,726700000,28.37484519,172300000,22.32326513,4.165069223,78.98913044,78.67272924,923700000,2017
31/12/2016,ASHMORE GROUP PLC,ASHM.L,632500000,680000000,24.63235294,143000000,19.13629613,4.029320025,19.42857143,77.68764995,875300000,2016
31/12/2015,ASHMORE GROUP PLC,ASHM.L,610500000,670100000,27.05566333,186300000,22.84814115,5.955004591,46.2137931,84.44864524,793500000,2015
31/12/2014,ASHMORE GROUP PLC,ASHM.L,567200000,632200000,26.93767795,174600000,23.05401381,5.855991944,87.80555556,85.58278056,738700000,2014
31/12/2013,ASHMORE GROUP PLC,ASHM.L,591400000,645800000,39.88851038,250500000,31.66175025,4.192168238,21.59866221,79.37561455,813600000,2013
31/12/2012,ASHMORE GROUP PLC,ASHM.L,481900000,558100000,43.57642,234100000,34.39886846,4.14488189,25.48401827,78.93917963,707000000,2012
31/12/2011,ASHMORE GROUP PLC,ASHM.L,447500000,514900000,47.75684599,241200000,36.3972765,3.831865492,14.38268156,76.21373594,675600000,2011
31/12/2010,ASHMORE GROUP PLC,ASHM.L,376500000,372700000,58.27743493,210600000,43.00138586,3.527481542,35.4952381,73.78736884,505100000,2010
31/12/2009,ASHMORE GROUP PLC,ASHM.L,312700000,310500000,51.46537842,151400000,40.01001502,4.08875,34.88764045,77.74161242,399400000,2009
31/12/2008,ASHMORE GROUP PLC,ASHM.L,273000000,273300000,71.78924259,181500000,53.59191478,3.540449438,71.92105263,74.6517345,366100000,2008
31/12/2007,ASHMORE GROUP PLC,ASHM.L,191900000,196000000,67.04081633,121800000,49.67863894,3.586861314,,74.1020794,264500000,2007
31/12/2006,ASHMORE GROUP PLC,ASHM.L,89765063,92082357,117.2134766,97941592,66.78369739,2.287592133,,56.97612536,161615688,2006
31/12/2005,ASHMORE GROUP PLC,ASHM.L,68568727,71755007,68.47108802,45447524,48.16680841,3.256517444,,70.34619984,102002677,2005
31/12/2004,ASHMORE GROUP PLC,ASHM.L,44959713,49014978,97.51722219,44387144,61.25614817,2.541548121,,62.815723,78029792,2004
31/12/2023,AJ BELL PLC,AJB.L,164644000,166037000,52.79606353,91008000,37.41048643,3.706609476,12.74169289,70.8584768,234322000,2023
31/12/2022,AJ BELL PLC,AJB.L,132023000,133394000,43.78832631,62736000,35.29749459,7.547289276,9.264115564,80.60937141,165482000,2022
31/12/2021,AJ BELL PLC,AJB.L,133138000,130708000,42.14279157,59586000,33.97269061,8.220576286,8.468286362,80.61328959,162142000,2021
31/12/2020,AJ BELL PLC,AJB.L,120391000,109466000,44.35167084,52810000,34.34979482,7.641965628,6.605877738,77.44870525,141340000,2020
31/12/2019,AJ BELL PLC,AJB.L,82975000,86063000,43.79930981,39519000,36.49433634,6.479439516,28.45057851,83.32171556,103290000,2019
31/12/2018,AJ BELL PLC,AJB.L,59064000,64036000,44.28602661,30227000,34.85662312,4.498098124,35.33995585,78.70794872,81359000,2018
31/12/2017,AJ BELL PLC,AJB.L,54897000,61362000,35.35901698,23833000,28.53666877,4.71688426,59.22972973,80.70549242,76032000,2017
31/12/2016,AJ BELL PLC,AJB.L,46872000,53788000,31.19469027,19180000,12.40591497,1.571566586,30.56136364,39.76931608,135250000,2016
31/12/2015,AJ BELL PLC,AJB.L,44117000,52273000,29.59271517,17428000,15.3401428,1.893454242,87.55946399,51.83756446,100840000,2015
31/12/2014,AJ BELL PLC,AJB.L,39974000,49386000,32.63475479,18103000,16.194572,1.785353587,59.78934625,49.62369751,99521000,2014
31/12/2013,AJ BELL PLC,AJB.L,36304000,46678000,51.20613565,25743000,24.95745059,1.732920281,69.35809807,48.73917992,95771000,2013
31/12/2012,AJ BELL PLC,AJB.L,30115000,38407000,69.00044263,27531000,35.4836982,1.817563216,67.7372134,51.42531968,74685000,2012
31/12/2011,AJ BELL PLC,AJB.L,20909000,27554000,69.12245046,20163000,28.90005007,1.526013531,128.1581395,41.80993278,65903000,2011
31/12/2010,AJ BELL PLC,AJB.L,16521000,20656000,78.04996127,16977000,30.3907708,1.464700598,184.4285714,38.93758601,53049000,2010
31/12/2009,AJ BELL PLC,AJB.L,14700000,17184000,95.55400372,17153000,26.01311746,1.294758012,89.5,27.22347201,63122000,2009
31/12/2008,AJ BELL PLC,AJB.L,6751000,9558000,101.3391923,10102000,33.66935484,1.321605337,15.36655949,33.22441602,28768000,2008
31/12/2007,AJ BELL PLC,AJB.L,6352000,6235000,105.0842021,6599000,69.65026044,2.903813123,23.88888889,66.28042947,9407000,2007
31/12/2006,AJ BELL PLC,AJB.L,2617369,2571478,175.652718,4403907,91.07178646,1.894305757,56.03447299,51.84763862,4959682,2006
31/12/2005,AJ BELL PLC,AJB.L,1499165,1469837,179.355602,142649,69.68831271,1.546667315,50.11719176,38.85482913,3782894,2005
31/12/2004,AJ BELL PLC,AJB.L,844301,872858,153.6066577,1434033,45.37327414,1.292028066,10.47974547,29.53861169,2954973,2004
31/12/2023,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,1000854000,854229000,5.269664224,48836000,4.236135748,1.727750014,4.943569296,80.38720436,1062643000,2023
31/12/2022,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,951502000,799067000,5.588142171,48223000,4.446925305,2.5329887,4.569021316,79.57788418,1004132000,2022
31/12/2021,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,1031824000,878837000,4.015192806,37316000,3.231359951,1.669769786,5.00830313,80.47832589,1092017000,2021
31/12/2020,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,851119000,726994000,3.666742779,28073000,3.006919174,1.959841801,5.73981904,82.00518431,886522000,2020
31/12/2019,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,890326000,775272000,4.859584765,39153000,4.126243897,4.101217509,6.621276305,84.90939239,913058000,2019
31/12/2018,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,785370000,669364000,3.949420644,31231000,3.28731147,8.206356822,5.665662243,83.23528351,804183000,2018
31/12/2017,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,865886000,748258000,3.60637641,31932000,3.051128018,8.835419198,6.250641138,84.60370387,884427000,2017
31/12/2016,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,783995000,662285000,2.842582876,24918000,2.336665516,5.400203614,5.351884475,82.20219492,805678000,2016
31/12/2015,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,675238000,557320000,3.984425465,25962000,3.185130892,3.674276707,4.63699143,79.93952755,697177000,2015
31/12/2014,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,619918000,574211000,3.687146363,24373000,3.174165305,1.393892755,11.9709592,86.08731503,667010000,2014
31/12/2013,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,613064000,569072000,3.660169539,23918000,3.155990382,1.379730064,12.26924238,86.22525126,659983000,2013
31/12/2012,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,496999000,451864000,4.326080414,22361000,3.789319423,1.985974153,9.477013423,87.59244075,515871000,2012
31/12/2011,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,436601000,390926000,5.169264771,22898000,4.427248787,1.678276337,8.128711636,85.64561854,456446000,2011
31/12/2010,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,455754000,412566000,4.178725343,19909000,3.627297306,1.776421346,9.063998067,86.80391765,475285000,2010
31/12/2009,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,387720000,342402000,26.59826753,-15442000,22.55287009,1.96597998,7.188486732,84.79074835,403820000,2009
31/12/2008,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,316074000,266423000,-45.30727452,-151908000,-36.12624988,2.695261272,5.034923935,79.73609153,334131000,2008
31/12/2007,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,452414000,407090000,7.772237097,17934000,6.711622944,2.889685977,8.214912723,86.35381114,471421000,2007
31/12/2006,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,440949000,392645000,16.38681252,64228000,14.1133375,6.002755562,8.11736371,86.12619134,455895000,2006
31/12/2005,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,393810000,339624000,22.73661461,14253000,18.70443128,1.539941845,6.254700823,82.26568291,412838000,2005
31/12/2004,LAW DEBENTURE CORPORATION PLC(THE),LWDB.L,320922000,272700000,15.24312431,13954000,12.32064259,1.92723076,5.655095185,80.82754124,337385000,2004
31/12/2023,MURRAY INTERNATIONAL TRUST PLC,MYI.L,1778767000,1668862000,5.016831829,84964000,4.620629252,0.725974574,15.18458669,92.10253422,1811961000,2023
31/12/2022,MURRAY INTERNATIONAL TRUST PLC,MYI.L,1756627000,1616750000,5.174640482,85070000,4.598142737,0.551245523,11.55836914,88.85917298,1819452000,2022
31/12/2021,MURRAY INTERNATIONAL TRUST PLC,MYI.L,1700905000,1561066000,4.720043867,74899000,4.178476279,0.385379827,11.16330923,88.52621706,1763394000,2021
31/12/2020,MURRAY INTERNATIONAL TRUST PLC,MYI.L,1611632000,1461827000,4.358176446,64898000,3.828612946,0.336279132,9.758198992,87.84896603,1664023000,2020
31/12/2019,MURRAY INTERNATIONAL TRUST PLC,MYI.L,1688759000,1539055000,4.995662923,78169000,4.402560019,0.777665961,10.28065382,88.12764366,1746393000,2019
31/12/2018,MURRAY INTERNATIONAL TRUST PLC,MYI.L,1589264000,1419588000,5.032234705,72647000,4.44450113,1.22706117,8.366463142,88.32062475,1607312000,2018
31/12/2017,MURRAY INTERNATIONAL TRUST PLC,MYI.L,1723864000,1599129000,4.613323878,75035000,4.128391851,0.428949495,12.82021085,89.48844607,1786967000,2017
31/12/2016,MURRAY INTERNATIONAL TRUST PLC,MYI.L,1573029000,1447879000,4.973136567,73363000,4.402273861,0.267383352,11.56914902,88.5210732,1635632000,2016
31/12/2015,MURRAY INTERNATIONAL TRUST PLC,MYI.L,1261169000,1091019000,5.643898044,63003000,4.781554642,0.550896179,6.412101087,84.72078349,1287782000,2015
31/12/2014,MURRAY INTERNATIONAL TRUST PLC,MYI.L,1384246000,1240537000,4.590834453,58449000,3.971165452,0.516995207,8.632284686,86.50203994,1434113000,2014
31/12/2013,MURRAY INTERNATIONAL TRUST PLC,MYI.L,1414313000,1236718000,4.71659667,59715000,4.071576999,0.619993452,6.963698302,86.32446834,1432639000,2013
31/12/2012,MURRAY INTERNATIONAL TRUST PLC,MYI.L,1285243000,1192243000,4.209544531,51434000,3.693985387,0.423839887,12.8198172,87.75261456,1358641000,2012
31/12/2011,MURRAY INTERNATIONAL TRUST PLC,MYI.L,1176582000,999252000,5.046975137,51693000,4.263013171,6.538640958,5.63498562,84.46669648,1183013000,2011
31/12/2010,MURRAY INTERNATIONAL TRUST PLC,MYI.L,1134347000,967676000,4.483835499,44675000,3.802970224,3.257412194,5.805905046,84.81511477,1140924000,2010
31/12/2009,MURRAY INTERNATIONAL TRUST PLC,MYI.L,826416000,741813000,22.42856353,-9221000,18.65115487,0.486714608,8.768164249,83.1580446,892052000,2009
31/12/2008,MURRAY INTERNATIONAL TRUST PLC,MYI.L,731482000,568827000,-12.75150441,-103170000,-9.805668399,14.75804688,3.497138114,76.89812969,739715000,2008
31/12/2007,MURRAY INTERNATIONAL TRUST PLC,MYI.L,706765000,646237000,12.83151537,84953000,11.38037989,2.24288,10.67666204,88.6908487,728640000,2007
31/12/2006,MURRAY INTERNATIONAL TRUST PLC,MYI.L,655031000,579268000,12.55291161,74749000,10.96429724,0.926166279,7.645790161,87.34465424,663198000,2006
31/12/2005,MURRAY INTERNATIONAL TRUST PLC,MYI.L,601286000,523633000,24.03572731,-12081000,20.4919007,0.859180036,6.743242373,85.25600426,614189000,2005
31/12/2004,MURRAY INTERNATIONAL TRUST PLC,MYI.L,495500000,408820000,12.79878675,-12436000,10.0222956,0.486867851,4.716428242,78.3066067,522076000,2004
31/12/2023,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,2193553000,1865619000,3.816802895,75379000,3.217957693,5.044004572,5.689007544,84.3102927,2212801000,2023
31/12/2022,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,2193502000,1865676000,3.055621662,61253000,2.587625352,16.70413585,5.691055621,84.68408847,2203101000,2022
31/12/2021,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,2525930000,2198211000,2.409777769,56823000,2.089580735,7.66462078,6.707609263,86.71259074,2535054000,2021
31/12/2020,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,2244962000,1986999000,1.669653583,36499000,1.464058933,1.778800968,7.702651155,87.68638883,2266029000,2020
31/12/2019,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,2360688000,2182822000,2.799678581,64407000,2.58233321,13.14878715,12.27228363,92.23677416,2366542000,2019
31/12/2018,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,1931513000,1753744000,3.402720123,62969000,3.066865111,13.35694785,9.865297099,90.12980793,1945798000,2018
31/12/2017,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,2197266000,2019593000,2.554177995,54877000,2.333084122,8.777583315,11.36691,91.34383456,2210979000,2017
31/12/2016,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,1921719000,1744143000,2.836866014,52814000,2.555556589,10.3366632,9.821952291,90.08379585,1936134000,2016
31/12/2015,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,2031209000,1853730000,2.689819985,53207000,2.438894354,20.30123848,10.44478502,90.67128535,2044451000,2015
31/12/2014,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,1890479000,1713096000,2.420471474,44824000,2.161723957,7.075110244,9.657610932,89.31003652,1918145000,2014
31/12/2013,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,1865197000,1687910000,2.782020368,50259000,2.503230456,4.125338817,9.520777045,89.97886877,1875896000,2013
31/12/2012,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,1538623000,1361433000,2.326592642,34968000,2.030670009,6.72428915,7.683464078,87.28085753,1559830000,2012
31/12/2011,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,1287455000,1110361000,2.845831221,34988000,2.435529644,2.063836194,6.269896213,85.58236436,1297418000,2011
31/12/2010,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,1414263000,1237266000,2.165015445,30107000,1.858760049,3.48337615,6.99032187,85.85435515,1441122000,2010
31/12/2009,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,1212277000,1035376000,36.5324288,-5042000,31.05209062,10.26787858,5.852855552,84.99870291,1218108000,2009
31/12/2008,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,874103000,697298000,-64.87212067,-495297000,-50.82212727,10.84667418,3.943881678,78.34201618,890069000,2008
31/12/2007,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,1384859000,1208150000,-19.30538427,-279729000,-16.18064425,5.225478765,6.836946618,83.81415271,1441463000,2007
31/12/2006,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,1920461000,1743848000,23.12024901,-213723000,20.78959649,8.517528066,9.873837147,89.91943156,1939345000,2006
31/12/2005,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,1621511000,1444994000,25.25519137,-7434000,22.19156074,1.62864606,8.186146377,87.86930345,1644481000,2005
31/12/2004,THE MERCANTILE INVESTMENT TRUST PLC,MRC.L,1311446000,1135025000,18.17986388,-6402000,15.1934021,0.776663882,6.433616179,83.57269449,1358129000,2004
31/12/2023,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,2045326000,2034863000,3.156527,64982000,2.985090581,1.470803846,194.481793,94.56882774,2151727000,2023
31/12/2022,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,2127247000,2017503000,3.587503959,73340000,3.392216808,22.00468604,18.3837203,94.55646172,2133649000,2022
31/12/2021,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,2209595000,2100390000,2.130937588,45616000,1.974054751,2.473803666,19.23346001,92.6378493,2267313000,2021
31/12/2020,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,2696248000,2591287000,1.965046712,51693000,1.886198377,29.90333135,24.68809367,95.98745745,2699610000,2020
31/12/2019,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,1875650000,1775650000,3.730746487,67118000,3.525885144,31.10318713,17.7565,94.50883773,1878819000,2019
31/12/2018,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,2118184000,2118184000,2.392096248,51780000,2.254701281,0.657170969,,94.25629433,2247260000,2018
31/12/2017,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,2300812000,2300812000,2.181403783,51351000,2.050922874,0.524972844,,94.01848895,2447191000,2017
31/12/2016,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,2148097000,2148097000,1.075835961,23528000,1.032800695,0.800542968,,95.99983018,2237605000,2016
31/12/2015,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,1562265000,1562265000,1.637110221,25576000,1.632704131,19.98173624,,99.73086172,1566481000,2015
31/12/2014,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,2045031000,2045031000,1.684277647,34444000,1.67077602,7.285247489,,99.19837288,2061557000,2014
31/12/2013,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,1913565000,1913565000,1.799259497,34430000,1.795795658,17.25873747,,99.80748528,1917256000,2013
31/12/2012,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,2302720000,2302720000,1.423273346,32774000,1.420924186,7.633832414,,99.83494665,2306527000,2012
31/12/2011,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,2098640000,2098640000,1.464805779,30741000,1.463183382,5.74086807,,99.88924148,2100967000,2011
31/12/2010,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PUBLIC LIMITED COMPANY,TEM.L,2368392000,2368392000,1.028841509,24367000,1.027536476,5.517952128,,99.8731551,2371400000,2010
